"BY","Stock.ID","stock_name","total_adult_spawner","total_effective_female_spawner","juv_type","juvenile_estimate","age.21","age.31","age.32","age.41","age.42","age.43","age.51","age.52","age.53","age.62","age.63","recruits_no_jacks","total_recruits","X","Return","efs","efs_lag1","efs_lag2","efs_lag3","lnRS","ocean_0","ocean_1","ocean_2","early_sst","np_pinks","early_sst_stnd","np_pinks_stnd"
1984,15,"Scotch","409","265","",NA,0,0,12,0,2613,0,0,0,0,0,0,2613,2625,NA,"1",265,133,2544,6887,2.28852443953439,0,1,0,-0.0220454342192144,212.1579015,-0.298890695946971,-1.09784010201457
1985,15,"Scotch","3385","1422","",NA,0,0,1471,0,42541,0,0,0,0,0,0,42541,44012,NA,"1",1422,265,133,2544,3.39840398540201,0,1,0,0.173810217363771,364.3859048,-0.0207954064986096,0.015243073879299
1986,15,"Scotch","26624","11299","",NA,0,0,0,0,250911,0,0,6148,0,0,0,257059,257059,NA,"0.98",11299,1422,265,133,3.12459140430493,0,1,0,0.0190167505233064,303.0355966,-0.240586531328494,-0.433347161905025
1987,15,"Scotch","2089","1149","",NA,0,0,49,0,20633,0,0,9762,0,0,0,30395,30444,NA,"0.68",1149,11299,1422,265,3.27538612233407,0,1,0,0.551989801594467,486.0193237,0.516181495061646,0.904620253301594
1988,15,"Scotch","1060","723","",NA,0,0,0,0,3320,0,0,0,0,0,0,3320,3320,NA,"1",723,1149,11299,1422,1.52431083975177,0,1,0,0.482530806047859,277.2341688,0.417556720564689,-0.622005848714592
1989,15,"Scotch","7236","3928","",NA,0,0,578,0,16150,0,0,0,0,0,0,16150,16728,NA,"1",3928,723,1149,11299,1.41378965917645,0,1,0,-0.147952855331283,398.5924679,-0.477666546604626,0.265359669159913
1990,15,"Scotch","83388","34459","",NA,0,0,265,0,311154,0,0,4738,123,0,0,316015,316280,NA,"0.98",34459,3928,723,1149,2.21601946928868,0,0.999611104084988,0.000388895915012015,1.20876486866324,453.748659,1.44873590900242,0.668658845585473
1991,15,"Scotch","9954","4540","",NA,0,0,10,0,22037,0,0,3644,25,0,0,25706,25716,NA,"0.86",4540,34459,3928,723,1.73379741563468,0,0.999027842588272,0.000972157411728107,0.990435288402413,434.867605,1.13872990546338,0.530601569033494
1992,15,"Scotch","2156","1385","",NA,0,0,1,0,2104,0,0,349,0,0,0,2453,2454,NA,"0.86",1385,4540,34459,3928,0.57161162563705,0,1,0,0.639499638063847,424.2513281,0.64043664473865,0.452975909155836
1993,15,"Scotch","8359","3259","",NA,0,0,59,0,11827,0,0,0,0,0,0,11827,11886,NA,"1",3259,1385,4540,34459,1.28896465341356,0,1,0,1.07509927168943,401.9695761,1.25894423038971,0.290052907191718
1994,15,"Scotch","73180","26711","",NA,0,0,196,0,181988,0,0,2267,0,0,0,184255,184451,NA,"0.99",26711,3259,1385,4540,1.9312452021609,0,1,0,0.119495672141086,443.5715796,-0.097916587597429,0.594244574792262
1995,15,"Scotch","14772","7811","",NA,0,0,11,0,12240,0,0,1925,0,0,0,14165,14176,NA,"0.86",7811,26711,3259,1385,0.59524113665432,0,1,0,1.07828784770654,501.0739726,1.26347168703055,1.01469905645423
1996,15,"Scotch","4609","2230","",NA,0,0,0,0,3404,0,0,744,0,0,0,4148,4148,NA,"0.82",2230,7811,26711,3259,0.620624704895253,0,1,0,1.11279740434061,381.8192568,1.31247178002414,0.142714829338078
1997,15,"Scotch","3085","1440","",NA,0,0,4,0,2249,0,0,0,0,0,0,2249,2253,NA,"1",1440,2230,7811,26711,0.445842559389269,0,1,0,-0.613229709710114,401.8196412,-1.13831279523882,0.288956591066882
1998,15,"Scotch","35981","17024","",NA,0,0,148,0,191273,0,0,2269,0,0,0,193542,193690,NA,"0.99",17024,1440,2230,7811,2.4308704300213,0,1,0,0.451975591847156,382.8857158,0.374171395358994,0.150512721611166
1999,15,"Scotch","4093","2060","",NA,0,0,0,0,15722,0,0,10701,0,0,0,26423,26423,NA,"0.6",2060,17024,1440,2230,2.55152886018699,0,1,0,-0.320505543112472,466.3283391,-0.722673975625741,0.76064080668262
2000,15,"Scotch","3765","1754","",NA,0,0,2,0,40512,0,0,698,0,0,0,41210,41212,NA,"0.98",1754,2060,17024,1440,3.15678205140073,0,1,0,-0.303752993532308,361.2705607,-0.698887043327186,-0.0075361587826212
2001,15,"Scotch","2449","1336","",NA,0,0,0,0,17024,0,0,0,0,0,0,17024,17024,NA,"1",1336,1754,2060,17024,2.54494403804478,0,1,0,0.793450806124152,594.4661709,0.859031790176685,1.69757791207852
2002,15,"Scotch","101269","50374","",NA,0,1161,1008,0,675243,0,0,15810,0,0,0,692214,693222,NA,"0.98",50374,1336,1754,2060,2.62041998741192,0.00167478816309927,0.998325211836901,0,1.29747294964321,344.0283572,1.57469244514087,-0.133610246434984
2003,15,"Scotch","5089","2478","",NA,0,0,0,0,1305,0,0,376,0,0,0,1681,1681,NA,"0.78",2478,50374,1336,1754,-0.388062928780472,0,1,0,1.11622422863784,548.7740497,1.31733752521517,1.36347951837894
2004,15,"Scotch","783","432","",NA,0,0,2,0,3764,0,0,148,0,0,0,3912,3914,NA,"0.96",432,2478,50374,1336,2.2033784429106,0,1,0,0.190119614924984,328.1716624,0.00236229458816342,-0.249553567141759
2005,15,"Scotch","4163","2686","",NA,0,0,0,0,5761,0,0,0,0,0,0,5761,5761,NA,"1",2686,432,2478,50374,0.7630579726492,0,1,0,-0.0293573233227009,657.1627969,-0.309272841676306,2.15601235300316
2006,15,"Scotch","144199","72732","",NA,0,394,1098,0,1012782,0,0,22199,0,0,0,1035375,1036473,NA,"0.98",72732,2686,432,2478,2.65573750616128,0.000380135324316215,0.999619864675684,0,-1.22353413130885,407.2142707,-2.00488357532276,0.328401839026926
2007,15,"Scotch","8272","4758","",NA,0,0,0,0,48656,0,0,1020,0,0,0,49676,49676,NA,"0.98",4758,72732,2686,432,2.34569450720502,0,1,0,-0.606579568402831,653.762543,-1.12887026469771,2.13114987482693
2008,15,"Scotch","654","138","",NA,0,0,0,0,4810,0,0,619,0,0,0,5429,5429,NA,"0.89",138,4758,72732,2686,3.67225654874825,0,1,0,0.050800024765162,435.5747755,-0.19545748461237,0.535772362638973
2009,15,"Scotch","4672","2665","",NA,0,0,2,206,45359,8,0,2170,0,0,0,47735,47744,NA,"0.95",2665,138,4758,72732,2.88546082383219,0.00431467828418231,0.995538706434316,0.000167560321715818,0.0113996203512763,577.8224288,-0.251402088616914,1.57587974279414
2010,15,"Scotch","522367","273905","",NA,0,0,833,0,384093,0,0,6122,122,0,0,390338,391171,NA,"0.98",273905,2665,138,4758,0.354231699511703,0,0.999685559512336,0.000311884060934988,-0.0691167012872947,355.8470816,-0.365727151950144,-0.0471923535047259
2011,15,"Scotch","33807","12451","",NA,0,0,34,0,8020,0,0,326,0,0,0,8346,8380,NA,"0.96",12451,273905,2665,138,-0.400018558800915,0,1,0,0.362810721721245,549.4208599,0.247566264662603,1.36820896063667
2012,15,"Scotch","","644","",NA,0,0,0,0,1989,0,0,109,0,0,0,2098,2098,NA,"0.95",644,12451,273905,2665,1.18104106285189,0,1,0,0.510190324425971,381.53067615,0.456830449493079,0.1406047427611
2013,15,"Scotch","","10957","",NA,0,0,29,0,7105,0,0,0,0,0,0,7105,7134,NA,"1",10957,644,12451,273905,-0.433179759874192,0,1,0,1.48932113747965,615.7924859,1.8470975398895,1.85351480881053
2014,15,"Scotch","","68761","",NA,0,0,799,0,209903,0,0,0,0,0,0,209903,210701,NA,"",68761,10957,644,12451,1.11600879549665,0,1.00000474606195,0,1.5203572710128,381.53067615,1.89116572208643,0.1406047427611
1968,16,"Gates","10113","3835","fry leaving ",7645000,0,0,3891,0,78371,0,0,403,0,0,0,78774,82665,NA,"0.99",3835,NA,NA,NA,3.02241355836081,0,1,0,-0.521399149570872,126.2276425,-1.00498204828422,-1.87537546075402
1969,16,"Gates","777","359","stream for lake",374000,0,0,1042,0,3556,0,0,168,0,0,0,3724,4766,NA,"0.95",359,3835,NA,NA,2.33923124990868,0,1,0,-1.13222899677045,158.6269034,-1.89730469642485,-1.62995867707994
1970,16,"Gates","78","14","brood year ",25000,0,0,258,0,154,0,0,0,0,0,0,154,412,NA,"1",14,359,3835,NA,2.39789527279837,0,1,0,-0.486720928821962,133.9360774,-0.954322831297137,-1.81698587877689
1971,16,"Gates","426","115","t+1",239000,0,0,4926,0,7721,0,0,0,0,0,0,7721,12647,NA,"1",115,14,359,3835,4.20676703994557,0,1,0,-0.272043663109771,228.2673373,-0.640714406440154,-1.10244876399408
1972,16,"Gates","8323","3128","Most are from",6831000,0,0,4180,0,128111,0,0,322,0,0,0,128433,132613,NA,"1",3128,115,14,359,3.71501354489735,0,1,0,-0.467030653629713,199.0080226,-0.925558554988903,-1.32408119346044
1973,16,"Gates","795","351","spawning channel",932000,0,0,1344,0,9447,0,0,3794,100,0,0,13341,14685,NA,"0.71",351,3128,115,14,3.63781105571294,0,0.993190330268982,0.00680966973101805,-0.621559694945684,279.1204321,-1.15130024720298,-0.717248527352604
1974,16,"Gates","70","37","",84000,0,0,1559,0,1413,0,0,0,0,0,0,1413,2972,NA,"1",37,351,3128,115,3.6425524700403,0,1,0,-0.737391872763362,234.0968415,-1.32051214168396,-1.05829164029937
1975,16,"Gates","1982","1246","",2261000,0,0,3841,0,15888,27,0,0,0,0,0,15888,19756,NA,"1",1246,37,351,3128,2.54562568693756,0,0.998633326584329,0.00136667341567119,-0.226574508231478,319.9023766,-0.574291397028079,-0.408334886326777
1976,16,"Gates","17133","8820","",18529000,0,0,3009,0,67835,0,0,2350,36,0,0,70221,73230,NA,"0.97",8820,1246,37,351,2.07462554157718,0,0.99950839819746,0.000491601802539943,0.427944409498139,244.4852059,0.381853848009044,-0.979602222458905
1977,16,"Gates","2582","1174","",2140000,0,0,690,0,17045,27,0,2975,587,0,0,20607,21324,NA,"0.83",1174,8820,1246,37,2.86521410249395,0,0.971206152691803,0.0287938473081973,0.0159240168391183,297.883815,-0.220040655920318,-0.575120313490689
1978,16,"Gates","258","129","",225000,0,0,589,0,860,0,0,198,0,0,0,1058,1647,NA,"0.81",129,1174,8820,1246,2.10432320805657,0,1,0,0.167214980449272,223.2043036,0.000970733597212711,-1.14080005386216
1979,16,"Gates","3828","1648","",3000000,0,0,1866,0,15902,12,0,0,486,0,0,16388,18266,NA,"0.97",1648,129,1174,8820,2.29698692819734,0,0.972736231249316,0.0272637687506843,-0.0548974139260318,431.0079915,-0.323499199957081,0.433264023631337
1980,16,"Gates","25088","11032","",12171000,0,0,1496,0,76467,15,0,1381,272,0,0,78120,79631,NA,"0.98",11032,1648,129,1174,1.95744596551748,0,0.996395875977948,0.00360412402205171,-0.542543144654679,308.7731516,-1.03586997193752,-0.492636149022715
1981,16,"Gates","4670","1908","",4112000,0,0,412,0,14267,143,0,3085,222,0,0,17574,18129,NA,"0.81",1908,11032,1648,129,2.22036496404756,0,0.979866512217993,0.0201334877820067,0.957793135772663,326.2901376,1.15587630403475,-0.359949098628185
1982,16,"Gates","930","439","",1171000,0,0,3361,0,5472,0,0,868,0,0,0,6340,9701,NA,"0.86",439,1908,11032,1648,2.6701346343561,0,1,0,-0.436006367904523,261.7616152,-0.880237140323441,-0.848737484003007
1983,16,"Gates","7384","3055","",5712000,0,0,1542,0,26208,0,0,348,0,0,0,26556,28098,NA,"0.99",3055,439,1908,11032,2.16247611823335,0,1,0,-0.158169568282935,270.3310462,-0.474362951421456,-0.783826059003898
1984,16,"Gates","28899","9072","",15057000,0,0,1730,0,115017,56,0,21116,0,0,0,136133,137919,NA,"0.84",9072,3055,439,1908,2.70843960205418,0,0.999593964573409,0.00040603542659097,-0.0219659098861737,212.1579015,-0.275391650814187,-1.22447395256374
1985,16,"Gates","4578","2031","",3711625,0,0,6340,0,114856,0,0,10766,0,0,0,125622,131962,NA,"0.91",2031,9072,3055,439,4.12474911533293,0,1,0,0.173810217363771,364.3859048,0.0106052976180139,-0.071382619081722
1986,16,"Gates","3572","1879","",3374763,0,0,6349,0,20390,0,0,610,0,0,0,21000,27349,NA,"0.97",1879,2031,9072,3055,2.41378271729209,0,1,0,0.0190167505233064,303.0355966,-0.215522677102287,-0.536096779146321
1987,16,"Gates","9417","4105","",6042600,0,0,1683,0,22546,0,0,3604,0,0,0,26150,27833,NA,"0.86",4105,1879,2031,9072,1.85164344760654,0,1,0,0.551989801594467,486.0193237,0.56306390719738,0.849961930902121
1988,16,"Gates","44913","17840","",15863186,0,0,9599,0,305722,0,0,4031,191,0,0,309944,319543,NA,"0.99",17840,4105,1879,2031,2.85494850884774,0,0.999402271368799,0.000597728631201434,0.482153947911948,277.2341688,0.461045130317301,-0.731536528355998
1989,16,"Gates","16963","9794","",11720740,0,0,5779,0,38792,0,0,8523,0,0,0,47315,53094,NA,"0.82",9794,17840,4105,1879,1.57505741668007,0,1,0,-0.147952855331283,398.5924679,-0.459438002357315,0.18772405382841
1990,16,"Gates","5374","3304","",3647670,0,0,826,0,13177,339,0,1607,0,0,0,14784,15949,NA,"0.89",3304,9794,17840,4105,1.4984116592406,0,0.978744748887078,0.0212552511129224,1.20421448225569,453.748659,1.51585764656444,0.605519233207787
1991,16,"Gates","9040","4618","",6852318,0,0,1242,0,18884,0,0,1559,0,0,0,20443,21685,NA,"0.92",4618,3304,9794,17840,1.48767881467057,0,1,0,0.99077678508446,434.867605,1.20406002890376,0.462499688429945
1992,16,"Gates","41747","9224","",20052829,0,0,11639,0,175651,0,0,8143,0,0,0,183794,195433,NA,"0.96",9224,4618,3304,9794,2.99200678224354,0,1,0,0.639499638063847,424.2513281,0.690901486475324,0.382083886988271
1993,16,"Gates","17952","9089","",12640264,0,0,557,0,54410,0,0,12557,0,0,0,66967,67524,NA,"0.81",9089,9224,4618,3304,1.99713506960455,0,1,0,1.07509927168943,401.9695761,1.32724141057675,0.21330485442511
1994,16,"Gates","3360","1706","",2672720,0,0,815,0,21039,0,0,12510,0,0,0,33549,34364,NA,"0.63",1706,9089,9224,4618,2.97885560764467,0,1,0,0.119495672141086,443.5715796,-0.0687393824886617,0.528430249565457
1995,16,"Gates","7181","4533","",2179115,0,0,1970,0,20949,0,0,540,0,0,0,21489,23459,NA,"0.97",4533,1706,9089,9224,1.55615720434171,0,1,0,1.07828784770654,501.0739726,1.33189939939054,0.963997356703469
1996,16,"Gates","99470","14150","",14217952,0,0,413,0,189011,0,0,8576,58,0,0,197645,198058,NA,"0.96",14150,4533,1706,9089,2.63675786809087,0,0.999707156489513,0.000292843510486827,1.11229194850134,381.8192568,1.38157383721961,0.0606709234266514
1997,16,"Gates","6498","1877","",4372839,0,0,742,0,11493,0,0,1174,0,0,0,12667,13409,NA,"0.91",1877,14150,4533,1706,1.90932542889712,0,1,0,-0.613229709710114,401.8196412,-1.13913149919819,0.212169132809976
1998,16,"Gates","7248","2442","",6092024,0,0,408,0,3841,0,0,563,0,0,0,4404,4812,NA,"0.87",2442,1877,14150,4533,0.589695843171921,0,1,0,0.451975591847156,382.8857158,0.416959480731374,0.0687490996081419
1999,16,"Gates","4135","1765","",1479217,0,0,2508,0,37729,0,0,2405,0,0,0,40134,42642,NA,"0.94",1765,2442,1877,14150,3.12407316497907,0,1,0,-0.320505543112472,466.3283391,-0.711509298497474,0.700807352258391
2000,16,"Gates","88647","16571","",15192763,0,0,624,0,87114,0,0,4264,0,0,0,91378,92002,NA,"0.95",16571,1765,2442,1877,1.70735056962068,0,1,0,-0.303752993532308,361.2705607,-0.68703655952931,-0.094980618166325
2001,16,"Gates","12921","4008","",6468395,0,0,315,0,43190,0,0,6741,0,0,0,49931,50246,NA,"0.86",4008,16571,1765,2442,2.52234968856865,0,1,0,0.793450806124152,594.4661709,0.915799000239136,1.67142130065639
2002,16,"Gates","2173","1144","",2813161,0,0,1262,0,11045,0,0,694,0,0,0,11739,13001,NA,"0.94",1144,4008,16571,1765,2.32838573893878,0,1,0,1.29831849607427,344.0283572,1.65332824201133,-0.225586255729616
2003,16,"Gates","9811","5036","",6058470,0,0,213,0,3861,0,0,687,0,0,0,4548,4761,NA,"0.85",5036,1144,4008,16571,-0.101924540293811,0,1,0,1.11622422863784,548.7740497,1.38731825629265,1.32531422559808
2004,16,"Gates","9606","5484","",7769844,0,17,343,0,40513,0,0,8461,0,0,0,48991,49334,NA,"0.83",5484,5036,1144,4008,2.18980184607113,0.000344589937973811,0.999655410062026,0,0.190438741256381,328.1716624,0.0348968553121078,-0.345696990648185
2005,16,"Gates","15150","8850","",6352361,0,0,180,0,14038,0,0,872,0,0,0,14910,15090,NA,"0.94",8850,5484,5036,1144,0.521614669756809,0,1,0,-0.0293573233227009,657.1627969,-0.286189298704876,2.14633350151269
2006,16,"Gates","2858","1456","",NA,0,0,978,0,24856,0,0,13639,379,0,0,38874,39852,NA,"0.64",1456,8850,5484,5036,3.28463269692138,0,0.99048981230553,0.00951018769446954,-1.21811658025254,407.2142707,-2.02277242902912,0.253032182898977
2007,16,"Gates","2555","1079","",NA,0,0,6665,0,106460,0,0,1193,239,0,0,107892,114557,NA,"0.99",1079,1456,8850,5484,4.60509604051464,0,0.997913702349049,0.00208629765095105,-0.605208078901821,653.762543,-1.12741320665227,2.12057737768045
2008,16,"Gates","14838","1754","",NA,0,0,1573,0,66801,0,0,10514,0,0,0,77315,78888,NA,"0.86",1754,1079,1456,8850,3.7859890919774,0,1,0,0.050800024765162,435.5747755,-0.169092504169356,0.467856338699062
2009,16,"Gates","9878","5274","",NA,0,0,2695,0,101428,0,0,16003,0,0,0,117431,120126,NA,"0.86",5274,1754,1079,1456,3.10306183912112,0,1,0,0.0112421931371777,577.8224288,-0.226880035729599,1.54534886748916
2010,16,"Gates","15766","5903","",NA,0,0,2387,0,33061,0,0,4140,224,0,0,37425,39812,NA,"0.88",5903,5274,1754,1079,1.84687823404714,0,0.994373555711846,0.00562644428815433,-0.0668206569249234,355.8470816,-0.340917110715654,-0.13606219719227
2011,16,"Gates","55860","26445","",NA,0,0,1178,0,33788,0,0,547,182,0,0,34517,35695,NA,"0.98",26445,5903,5274,1754,0.266384851779359,0,0.994901246673204,0.00509875332679647,0.363562173960838,549.4208599,0.287801916573075,1.33021366078648
2012,16,"Gates","","6899","",NA,0,0,2043,0,21156,0,0,1524,0,0,0,22680,24723,NA,"0.93",6899,26445,5903,5274,1.19010700529558,0,1,0,0.510190324425971,381.53067615,0.502001697600246,0.058484992853353
2013,16,"Gates","","23053","",NA,0,0,198,0,8551,0,0,4606,0,0,0,13157,13355,NA,"0.65",23053,6899,26445,5903,-0.560841976433758,0,1,0,1.48932113747965,615.7924859,1.93235190721382,1.83296312258481
2014,16,"Gates","","8495","",NA,11,0,103,0,8699,0,0,0,0,0,0,8699,8813,NA,"",8495,23053,6899,26445,0.0237303214015084,0.00124815613298536,0.998751843867015,0,1.52031132640312,381.53067615,1.97762351202053,0.058484992853353
1973,17,"Nadina","16720","9638","fry leaving ",12123000,0,0,146,0,67467,0,0,5741,0,0,0,73208,73354,NA,"0.92",9638,NA,NA,NA,2.02759108639494,0,1,0,-0.620765507919166,279.1204321,-1.3230354908189,-1.01869375080814
1974,17,"Nadina","3730","2074","stream for lake",2054000,0,0,195,0,20017,0,0,0,0,0,0,20017,20212,NA,"1",2074,9638,NA,NA,2.26710280270123,0,1,0,-0.737391872763362,234.0968415,-1.49874376540279,-1.40396730944637
1975,17,"Nadina","15309","8359","brood year ",13856000,0,0,340,0,152807,0,0,5729,0,0,0,158536,158876,NA,"0.96",8359,2074,9638,NA,2.94264289414789,0,1,0,-0.227470526371413,319.9023766,-0.730500666445542,-0.669716588473563
1976,17,"Nadina","1625","846","t+1",1962000,0,0,27,0,7247,0,0,0,0,0,0,7247,7274,NA,"1",846,8359,2074,9638,2.14782350950306,0,1,0,0.428149265204432,244.4852059,0.25725045239227,-1.31507253078741
1977,17,"Nadina","16858","9260","Most are from",14502000,0,0,172,0,125303,0,0,6574,0,0,0,131877,132049,NA,"0.95",9260,846,8359,2074,2.65616562133402,0,1,0,0.0114386159865527,297.883815,-0.370562214774558,-0.85813269369035
1978,17,"Nadina","2584","1527","spawning channel",2923000,0,0,83,0,28397,0,0,2767,0,0,0,31164,31247,NA,"0.91",1527,9260,846,8359,3.01595855623212,0,1,0,0.167214980449272,223.2043036,-0.135870888698662,-1.49717637570274
1979,17,"Nadina","55681","20415","",22065000,0,0,5,0,83912,0,0,17456,0,0,0,101368,101373,NA,"0.83",20415,1527,9260,846,1.60248753472507,0,1,0,-0.0410747109308134,431.0079915,-0.449678339826015,0.281030676832548
1980,17,"Nadina","3017","1518","",1991000,0,0,4,0,16037,0,0,5331,0,0,0,21368,21372,NA,"0.75",1518,20415,1527,9260,2.64450079683422,0,1,0,-0.548073692679124,308.7731516,-1.2135186294363,-0.764951021434038
1981,17,"Nadina","18912","10924","",17002000,0,0,5,0,73214,0,0,3530,51,0,0,76795,76800,NA,"0.95",10924,1518,20415,1527,1.95017733025613,0,0.9993359375,0.0006640625,0.985487188948861,326.2901376,1.09693095750042,-0.615055567897374
1982,17,"Nadina","2349","1423","",1415000,0,0,0,0,5364,0,0,1411,0,0,0,6775,6775,NA,"0.79",1423,10924,1518,20415,1.56047204765805,0,1,0,-0.436006367904523,261.7616152,-1.04467896526873,-1.16723572784035
1983,17,"Nadina","26856","15419","",19328000,0,0,32,0,138480,0,0,11219,0,0,0,149699,149731,NA,"0.93",15419,1423,10924,1518,2.27302609618734,0,1,0,-0.158169568282935,270.3310462,-0.626092441178432,-1.09390583271477
1984,17,"Nadina","7070","3501","",4412000,0,0,0,0,20594,0,0,4323,0,0,0,24917,24917,NA,"0.83",3501,15419,1423,10924,1.9625016594671,0,1,0,-0.0220454342192144,212.1579015,-0.421008995788401,-1.59170208079423
1985,17,"Nadina","13807","7722","",6700363,0,0,0,0,41411,0,0,5442,0,0,0,46853,46853,NA,"0.88",7722,3501,15419,1423,1.80294164294384,0,1,0,0.173810217363771,364.3859048,-0.125934561691757,-0.289064424085809
1986,17,"Nadina","3545","2048","",3930768,0,0,0,0,16080,0,0,4758,0,0,0,20838,20838,NA,"0.77",2048,7722,3501,15419,2.31991453581273,0,1,0,0.0190167505233064,303.0355966,-0.359145062694097,-0.81404813259897
1987,17,"Nadina","37624","15150","",19871025,0,0,16,0,170901,0,0,20119,0,0,0,191020,191036,NA,"0.89",15150,2048,7722,3501,2.53437760265121,0,1,0,0.551989801594467,486.0193237,0.443827535556149,0.751770825267621
1988,17,"Nadina","8744","4304","",8596634,0,0,0,0,48538,0,0,9201,0,0,0,57739,57739,NA,"0.84",4304,15150,2048,7722,2.59638803220905,0,1,0,0.482530806047859,277.2341688,0.339181212418762,-1.03483478630609
1989,17,"Nadina","4940","2653","",1974445,0,0,0,0,15466,0,0,3412,1138,0,0,20016,20016,NA,"0.77",2653,4304,15150,2048,2.02084087856895,0,0.943145483613109,0.0568545163868905,-0.0708125035617509,398.5924679,-0.494481041514402,0.00364622201535297
1990,17,"Nadina","6033","3404","",2345642,0,0,0,0,14995,0,0,739,0,0,0,15734,15734,NA,"0.95",3404,2653,4304,15150,1.53087276519592,0,1,0,1.20884967631982,453.748659,1.43344695296291,0.475625949594596
1991,17,"Nadina","61074","33360","",18315946,0,0,112,0,47222,0,0,9005,0,0,0,56227,56339,NA,"0.84",33360,3404,2653,4304,0.522039491087239,0,1,0,0.99077678508446,434.867605,1.1049002173798,0.314057963379374
1992,17,"Nadina","7728","2355","",4280488,0,0,9,0,54950,0,0,49754,0,0,0,104704,104713,NA,"0.52",2355,33360,3404,2653,3.79459659407185,0,1,0,0.639499638063847,424.2513281,0.575669099817323,0.223212903573063
1993,17,"Nadina","9595","4797","",2206122,0,0,0,0,51434,0,0,5268,0,0,0,56702,56702,NA,"0.91",4797,2355,33360,3404,2.4698187609603,0,1,0,1.07509927168943,401.9695761,1.23193974784769,0.0325446389736921
1994,17,"Nadina","2008","1076","",1993407,0,0,0,0,9887,0,0,8471,0,0,0,18358,18358,NA,"0.54",1076,4797,2355,33360,2.83681498505731,0,1,0,0.119495672141086,443.5715796,-0.207764386694329,0.388539168093393
1995,17,"Nadina","23998","8403","",1832089,0,0,25,0,65492,0,0,0,0,0,0,65492,65517,NA,"1",8403,1076,4797,2355,2.05333921283116,0,1,0,1.07828784770654,501.0739726,1.23674362895205,0.880595694152071
1996,17,"Nadina","38654","18093","",20294594,0,0,4,0,451557,0,0,95036,0,0,0,546593,546597,NA,"0.83",18093,8403,1076,4797,3.4081793438352,0,1,0,1.11279740434061,381.8192568,1.28873542909885,-0.139884639121415
1997,17,"Nadina","9499","2681","",1536551,0,0,0,0,2444,0,0,742,0,0,0,3186,3186,NA,"0.77",2681,18093,8403,1076,0.172576352234035,0,1,0,-0.613229709710114,401.8196412,-1.31168212228432,0.0312616237428484
1998,17,"Nadina","3705","1983","",3300570,0,0,9,0,3913,0,0,957,0,0,0,4870,4879,NA,"0.8",1983,2681,18093,8403,0.898483087556839,0,1,0,0.451975591847156,382.8857158,0.293146990449149,-0.130758790902819
1999,17,"Nadina","10338","5026","",4131116,0,0,0,0,11388,0,0,0,0,0,0,11388,11388,NA,"1",5026,1983,2681,18093,0.817935730294391,0,1,0,-0.320505543112472,466.3283391,-0.870666419612017,0.583272142491916
2000,17,"Nadina","194381","65444","",51617915,0,0,0,0,233547,0,0,25990,0,0,0,259537,259537,NA,"0.9",65444,5026,1983,2681,1.37770445920953,0,1,0,-0.303752993532308,361.2705607,-0.84542717301847,-0.315722886722719
2001,17,"Nadina","54824","17875","",17787780,0,0,0,0,48020,0,0,48105,0,9,0,96134,96134,NA,"0.5",17875,65444,5026,1983,1.68233996295133,0,1,0,0.793450806124152,594.4661709,0.807610600747993,1.67976662007303
2002,17,"Nadina","1925","1031","",1873759,0,0,0,0,5758,0,0,422,0,0,0,6180,6180,NA,"0.93",1031,17875,65444,5026,1.79078906643478,0,1,0,1.29831849607427,344.0283572,1.56823990453191,-0.463266985553645
2003,17,"Nadina","3161","1678","",2242409,0,0,0,0,3370,0,0,335,0,0,0,3705,3705,NA,"0.91",1678,1031,17875,65444,0.792080650703036,0,1,0,1.11622422863784,548.7740497,1.29389825300555,1.28877234569694
2004,17,"Nadina","22603","13773","",16411476,0,0,32,0,200535,0,0,18897,0,0,0,219432,219464,NA,"0.91",13773,1678,1031,17875,2.76833223559504,0,1,0,0.190119614924984,328.1716624,-0.101362964104781,-0.598955080448421
2005,17,"Nadina","21834","12140","",10933782,0,0,0,0,11563,0,0,4655,0,0,0,16218,16218,NA,"0.71",12140,13773,1678,1031,0.289615950891013,0,1,0,-0.0293573233227009,657.1627969,-0.432025024797268,2.21627097016435
2006,17,"Nadina","8655","4487","",7299827,0,0,2,0,43344,0,0,21571,0,0,0,64915,64917,NA,"0.67",4487,12140,13773,1678,2.67189439481837,0,1,0,-1.22398825272464,407.2142707,-2.23184567127102,0.0774242704198948
2007,17,"Nadina","1741","1006","",NA,0,0,0,0,10326,0,0,1162,0,38,0,11526,11526,NA,"0.9",1006,4487,12140,13773,2.43862328133693,0,1,0,-0.606579568402831,653.762543,-1.30166307679316,2.18717449200992
2008,17,"Nadina","65754","10174","",NA,0,0,4,0,85994,0,0,5141,38,0,0,91172,91176,NA,"0.94",10174,1006,4487,12140,2.19291238599632,0,0.999594191453891,0.000416776344652101,0.0507840951611314,435.5747755,-0.311284655470731,0.320109326486317
2009,17,"Nadina","12712","4223","",NA,0,0,0,0,17162,0,0,5496,0,0,0,22658,22658,NA,"0.76",4223,10174,1006,4487,1.67996721449949,0,1,0,0.0112421931371777,577.8224288,-0.370858143743953,1.53734364441805
