"BY","Stock.ID","stock_name","total_adult_spawner","total_effective_female_spawner","juv_type","juvenile_estimate","age.21","age.31","age.32","age.41","age.42","age.43","age.51","age.52","age.53","age.62","age.63","recruits_no_jacks","total_recruits_psc","total_recruits","prop_4s","efs","efs_lag1","efs_lag2","efs_lag3","lnRS","ocean_0","ocean_1","ocean_2","early_sst","np_pinks","early_sst_stnd","np_pinks_stnd"
2014,14,"Fennell",NA,"6828","",NA,0,0,11,0,6270.369623,0,0,151.5151515,0,0,0,10432,10443,6432.884775,"0.976406436",6828,1951,747,4451,-0.0596087242135657,0,0.999999999922274,0,1.42523897090864,701,2.02533388019044,2.30567585429078
2015,14,"Fennell",NA,"946","",NA,0,0,0,0,533.3333333,0,0,0,0,0,0,0,0,533.3333333,"1",946,6828,1951,747,-0.573095949554615,0,1,0,0.503962606011743,639,0.670484890491249,1.87491378562725
2016,14,"Fennell",NA,"603","",NA,0,0,0,0,707.0175439,0,0,130.6532145,0,0,0,0,0,837.6707584,"0.844027963",603,946,6828,1951,0.328707936816033,0,1,0,0.861214011727678,315,1.19586655070242,-0.376165411904742
1952,15,"Scotch",12,"10","",NA,0,0,0,0,35,0,0,0,0,0,0,35,35,35,"1",10,NA,19,603,1.25276296849537,0,1,0,-0.737176942153715,260.8135208,-1.21849690688178,-0.767867366017314
1953,15,"Scotch",1364,"780","",NA,0,0,294,0,9205,0,0,0,0,0,0,9205,9499,9499,"1",780,10,NA,19,2.49964788920655,0,1,0,-1.06837290969173,362.0339953,-1.69125634351114,-0.0690613475712977
1956,15,"Scotch",8,"8","",NA,0,0,0,0,0,0,0,759,193,0,0,952,952,952,"0",8,NA,NA,780,4.77912349311153,0,0.797268907563025,0.202731092436975,1.01423838058338,125.0629748,1.28152785922947,-1.70506212844784
1957,15,"Scotch",2230,"1214","",NA,0,0,24,0,1196,0,0,0,0,0,0,1196,1220,1220,"1",1214,8,NA,NA,0.00493016610785859,0,1,0,0.00306397232731629,182.1236784,-0.161853976409251,-1.31112638284487
1961,15,"Scotch",598,"295","",NA,0,0,0,0,8073,0,0,0,112,0,0,8185,8185,8185,"1",295,NA,NA,NA,3.32308313346542,0,0.986316432498473,0.0136835675015272,0.613534540461327,205.1036429,0.70955072098252,-1.1524772797301
1965,15,"Scotch",1910,"777","",NA,0,0,200,0,16437,0,0,0,0,0,0,16437,16637,16637,"1",777,NA,NA,NA,3.0639440592921,0,1,0,-0.22169782026432,220.7792867,-0.482685957641722,-1.04425575355601
1966,15,"Scotch",459,"236","",NA,0,0,0,0,2956,0,0,0,0,0,0,2956,2956,2956,"1",236,777,NA,NA,2.52776047704248,0,1,0,-0.418756617146961,132.2029342,-0.76397382020123,-1.6557692692232
1969,15,"Scotch",3395,"1317","",NA,0,0,120,0,33883,0,0,0,0,0,0,33883,34003,34003,"1",1317,NA,NA,236,3.25109233325663,0,1,0,-1.22734008108827,158.6269034,-1.91817103377942,-1.47334344283377
1970,15,"Scotch",304,"142","",NA,0,0,0,0,2236,0,0,0,0,0,0,2236,2236,2236,"1",142,1317,NA,NA,2.75661677667373,0,1,0,-0.581832013139779,133.9360774,-0.996752718177471,-1.6438039933739
1973,15,"Scotch",6235,"2966","",NA,0,0,0,0,57852,0,0,54,0,0,0,57906,57906,57906,"0.999067454",2966,NA,NA,142,2.97160676243731,0,1,0,-0.715876592236982,279.1204321,-1.18809212417413,-0.641480092505793
1974,15,"Scotch",447,"275","",NA,0,0,0,0,7918,0,0,0,0,0,0,7918,7918,7918,"1",275,2966,NA,NA,3.3601228299995,0,1,0,-0.832502957081179,234.0968415,-1.35456822878897,-0.952314004703364
1976,15,"Scotch",34,"20","",NA,0,0,0,0,279,0,0,0,0,0,0,279,279,279,"1",20,NA,275,2966,2.63547950826737,0,1,0,0.333038180886616,244.4852059,0.309161483411549,-0.8805948036189
1977,15,"Scotch",13586,"6702","",NA,0,0,163,0,76206,0,0,1334,0,0,0,77540,77703,77703,"0.982795976",6702,20,NA,275,2.45048787735174,0,1,0,-0.0836724683312638,297.883815,-0.285664272548437,-0.511941429881493
1978,15,"Scotch",2056,"1091","",NA,0,0,0,0,19287,0,0,41,0,0,0,19328,19328,19328,"0.997878725",1091,6702,20,NA,2.87446011490147,0,1,0,0.0721038961314559,223.2043036,-0.0633042394507764,-1.02751391932806
1980,15,"Scotch",107,"62","",NA,0,0,0,0,1532,0,0,0,0,0,0,1532,1532,1532,"1",62,NA,1091,6702,3.20719496525545,0,1,0,-0.643184776996941,308.7731516,-1.08432956366982,-0.436763616395107
1981,15,"Scotch",18952,"6887","",NA,0,0,71,0,25296,0,0,0,0,0,0,25296,25367,25367,"1",6887,62,NA,1091,1.3038135401551,0,1,0,0.891320692461498,326.2901376,1.10607132387291,-0.315829830001579
1982,15,"Scotch",4709,"2544","",NA,0,0,192,0,103900,0,0,5475,30,0,0,109405,109597,109597,"0.949942857",2544,6887,62,NA,3.76307235639864,0,0.99972626987965,0.00027373012035001,-0.531041399921741,261.7616152,-0.924252615384815,-0.761321910900178
1983,15,"Scotch",239,"133","",NA,0,0,0,0,2382,0,0,250,0,0,0,2632,2632,2632,"0.905015198",133,2544,6887,62,2.98515016422345,0,1,0,-0.253280652600751,270.3310462,-0.527768275924528,-0.70216026413811
1984,15,"Scotch",409,"265","",NA,0,0,12,0,2613,0,0,0,0,0,0,2613,2625,2625,"1",265,133,2544,6887,2.2931063490395,0,1,0,-0.117156518537031,212.1579015,-0.333460448416825,-1.10377608177875
1985,15,"Scotch",3385,"1422","",NA,0,0,1471,0,42541,0,0,0,0,0,0,42541,44012,44012,"1",1422,265,133,2544,3.43239799262662,0,1,0,0.0786991330459546,364.3859048,-0.0538899929208042,-0.0528242322884569
1986,15,"Scotch",26624,"11299","",NA,0,0,0,0,250911,0,0,6148,0,0,0,257059,257059,257059,"0.976083312",11299,1422,265,133,3.12459140430493,0,1,0,-0.0760943337945101,303.0355966,-0.274847007347629,-0.476374554646192
1987,15,"Scotch",2089,"1149","",NA,0,0,49,0,20633,0,0,9762,0,0,0,30395,30444,30444,"0.678828755",1149,11299,1422,265,3.27699693153853,0,1,0,0.45687871727665,486.0193237,0.485935321121122,0.786908693202673
1988,15,"Scotch",1060,"723","",NA,0,0,0,0,3320,0,0,0,0,0,0,3320,3320,3320,"1",723,1149,11299,1422,1.52431083975177,0,1,0,0.387419721730042,277.2341688,0.386787388108663,-0.654502479062713
1989,15,"Scotch",7236,"3928","",NA,0,0,578,0,16150,0,0,0,0,0,0,16150,16728,16728,"1",3928,723,1149,11299,1.44895357163411,0,1,0,-0.2430639396491,398.5924679,-0.513184621735948,0.183331074063455
1990,15,"Scotch",83388,"34459","",NA,0,0,265,0,311154,0,0,4738,123,0,0,316015,316280,316280,"0.985001203",34459,3928,723,1149,2.21685768567665,0,0.999611104084988,0.000388895915012015,1.11365378434542,453.748659,1.42343650209188,0.564118444263331
1991,15,"Scotch",9954,"4540","",NA,0,0,10,0,22037,0,0,3644,25,0,0,25706,25716,25716,"0.858105214",4540,34459,3928,723,1.73418635422618,0,0.999027842588272,0.000972157411728107,0.895324204084597,434.867605,1.11178606102247,0.433767403774934
1992,15,"Scotch",2156,"1385","",NA,0,0,1,0,2104,0,0,349,0,0,0,2453,2454,2454,"0.857725234",1385,4540,34459,3928,0.572019206649418,0,1,0,0.544388553746031,424.2513281,0.610849586522143,0.360474740132961
1993,15,"Scotch",8359,"3259","",NA,0,0,59,0,11827,0,0,0,0,0,0,11827,11886,11886,"1",3259,1385,4540,34459,1.29394083708904,0,1,0,0.979988187371609,401.9695761,1.23263806697864,0.206645957210969
1994,15,"Scotch",73180,"26711","",NA,0,0,196,0,181988,0,0,2267,0,0,0,184255,184451,184451,"0.987696399",26711,3259,1385,4540,1.93230837996903,0,1,0,0.02438458782327,443.5715796,-0.131420265982806,0.493857912784366
1995,15,"Scotch",14772,"7811","",NA,0,0,11,0,12240,0,0,1925,0,0,0,14165,14176,14176,"0.864101659",7811,26711,3259,1385,0.596017397234565,0,1,0,0.983176763388719,501.0739726,1.23718953966928,0.890842994132192
1996,15,"Scotch",4609,"2230","",NA,0,0,0,0,3404,0,0,744,0,0,0,4148,4148,4148,"0.820636451",2230,7811,26711,3259,0.620624704895253,0,1,0,1.0176863200228,381.8192568,1.286449555345,0.0675321616077987
1997,15,"Scotch",3085,"1440","",NA,0,0,4,0,2249,0,0,0,0,0,0,2249,2253,2253,"1",1440,2230,7811,26711,0.447619547862198,0,1,0,-0.708340794027931,401.8196412,-1.17733529116573,0.205610836490456
1998,15,"Scotch",35981,"17024","",NA,0,0,148,0,191273,0,0,2269,0,0,0,193542,193690,193690,"0.988276446",17024,1440,2230,7811,2.43163482969491,0,1,0,0.356864507529339,382.8857158,0.343171923950104,0.0748947823750618
1999,15,"Scotch",4093,"2060","",NA,0,0,0,0,15722,0,0,10701,0,0,0,26423,26423,26423,"0.595011921",2060,17024,1440,2230,2.55152886018699,0,1,0,-0.415616627430288,466.3283391,-0.759491701108684,0.650966052985078
2000,15,"Scotch",3765,"1754","",NA,0,0,2,0,40512,0,0,698,0,0,0,41210,41212,41212,"0.983062364",1754,2060,17024,1440,3.15683058213283,0,1,0,-0.398864077850125,361.2705607,-0.735578590207918,-0.0743319481667331
2001,15,"Scotch",2449,"1336","",NA,0,0,0,0,17024,0,0,0,0,0,0,17024,17024,17024,"1",1336,1754,2060,17024,2.54494403804478,0,1,0,0.698339721806336,594.4661709,0.830604277443214,1.53560415110487
2002,15,"Scotch",101269,"50374","",NA,0,1161,1008,0,675243,0,0,15810,0,0,0,692214,693222,693222,"0.977121871",50374,1336,1754,2060,2.62187512525714,0.00167478816309927,0.998325211836901,0,1.2023618653254,344.0283572,1.55006117901749,-0.193368690847394
2003,15,"Scotch",5089,"2478","",NA,0,0,0,0,1305,0,0,376,0,0,0,1681,1681,1681,"0.776323617",2478,50374,1336,1754,-0.388062928780472,0,1,0,1.02111314432002,548.7740497,1.29134111104909,1.22015483664701
2004,15,"Scotch",783,"432","",NA,0,0,2,0,3764,0,0,148,0,0,0,3912,3914,3914,"0.962167689",432,2478,50374,1336,2.20388955971191,0,1,0,0.0950085306071674,328.1716624,-0.0306094510104677,-0.302840157105949
2005,15,"Scotch",4163,"2686","",NA,0,0,0,0,5761,0,0,0,0,0,0,5761,5761,5761,"1",2686,432,2478,50374,0.7630579726492,0,1,0,-0.124468407640517,657.1627969,-0.343897666596009,1.96844918370802
2006,15,"Scotch",144199,"72732","",NA,0,394,1098,0,1012782,0,0,22199,0,0,0,1035375,1036473,1036473,"0.978551297",72732,2686,432,2478,2.65679742957535,0.000380135324316215,0.999619864675684,0,-1.31864521562666,407.2142707,-2.04850282581968,0.242854285313514
2007,15,"Scotch",8272,"4758","",NA,0,0,0,0,48656,0,0,1020,0,0,0,49676,49676,49676,"0.979466946",4758,72732,2686,432,2.34569450720502,0,1,0,-0.701690652720648,653.762543,-1.16784267239592,1.94497450725248
2008,15,"Scotch",654,"138","",NA,0,0,0,0,4810,0,0,619,0,0,0,5429,5429,5429,"0.885982686",138,4758,72732,2686,3.67225654874825,0,1,0,-0.0443110595526545,435.5747755,-0.22947857204779,0.438649568217539
2009,15,"Scotch",4672,"2665","",NA,0,0,2,206,45359,8,0,2170,0,0,0,47735,47744,47745,"0.954343664",2665,138,4758,72732,2.88567029178436,0.00431458791496492,0.995517855272803,0.000167556812231647,-0.0837117027270461,577.8224288,-0.285720276946632,1.42069906686776
2010,15,"Scotch",522367,"273905","",NA,0,0,833,0,384093,0,0,6122,122,0,0,390338,391171,391170,"0.984311213",273905,2665,138,4758,0.356360917163544,0,0.999688115141754,0.000311884858245776,-0.164227962297345,355.8470816,-0.400651692920436,-0.111774568888652
2011,15,"Scotch",33807,"12451","",NA,0,0,34,0,8020,0,0,326,0,0,0,8346,8380,8380,"0.960939372",12451,273905,2665,138,-0.395953026476284,0,1,0,0.267699637403428,549.4208599,0.215895211974384,1.22462028558691
2012,15,"Scotch",NA,"644","",NA,0,0,0,0,1989,0,0,109,0,0,0,2098,2098,2098,"0.948045758",644,12451,273905,2665,1.18104106285189,0,1,0,0.415079240108154,432,0.426269445885754,0.413970029356126
2013,15,"Scotch",NA,"10957","",NA,0,0,29,0,7105.129984,0,0,0,0,0,0,7105,7134,7134.129984,"1",10957,644,12451,273905,-0.429088214299307,0,1,0,1.39421005316183,513,1.82391125597986,0.973177914655333
2014,15,"Scotch",NA,"68761","",NA,0,0,798.7746019,0,228377.5425,0,0,2575.757576,0,0,0,209903,210701,231752.0747,"0.98884728",68761,10957,644,12451,1.21503143297716,0,0.99999999990464,0,1.42523897088351,701,1.86820289929414,2.27109251263374
2015,15,"Scotch",NA,"3535","",NA,0,0,0,0,1600,0,0,54.38596491,0,0,0,0,0,1654.385965,"0.967126193",3535,68761,10957,644,-0.759283377490652,0,0.999999999945599,0,0.503962605984327,639,0.553144329930101,1.84305684734299
2016,15,"Scotch",NA,"465","",NA,0,0,0,0,924.5614035,0,0,33.77022585,0,0,0,0,0,958.3316294,"0.964761441",465,3535,68761,10957,0.723156480957013,0,0.999999999947826,0,0.861214011682745,315,1.06309611028698,-0.393774693853839
1968,16,"Gates",10113,"3835","fry leaving ",7645000,0,0,3891,0,78371,0,0,403,0,0,0,78774,82665,82665,"0.994884099",3835,NA,NA,NA,3.07062686118409,0,1,0,-0.616510233888689,126.2276425,-1.04508976643034,-1.83623974233219
1969,16,"Gates",777,"359","stream for lake",374000,0,0,1042,0,3556,0,0,168,0,0,0,3724,4766,4766,"0.954887218",359,3835,NA,NA,2.58594026917041,0,1,0,-1.22734008108827,158.6269034,-1.94051447593146,-1.60497141197596
1970,16,"Gates",78,"14","brood year ",25000,0,0,258,0,154,0,0,0,0,0,0,154,412,412,"1",14,359,3835,NA,3.38196601973427,0,1,0,-0.581832013139779,133.9360774,-0.994254438257583,-1.78121636156789
1971,16,"Gates",426,"115","t+1",239000,0,0,4926,0,7721,0,0,0,0,0,0,7721,12647,12647,"1",115,14,359,3835,4.70024318351673,0,1,0,-0.367154747427588,228.2673373,-0.679555788268359,-1.10787282312089
1972,16,"Gates",8323,"3128","Most are from",6831000,0,0,4180,0,128111,0,0,322,0,0,0,128433,132613,132613,"0.997492856",3128,115,14,359,3.74704128947885,0,1,0,-0.562141737947529,199.0080226,-0.965390166112321,-1.31672798432109
1973,16,"Gates",795,"351","spawning channel",932000,0,0,1344,0,9447,0,0,3794,100,0,0,13341,14685,14685,"0.71346575",351,3128,115,14,3.73379562016685,0,0.993190330268982,0.00680966973101805,-0.7166707792635,279.1204321,-1.19191662444472,-0.744879655957519
1974,16,"Gates",70,"37","",84000,0,0,1559,0,1413,0,0,0,0,0,0,1413,2972,2972,"1",37,351,3128,115,4.38607249319343,0,1,0,-0.832502957081179,234.0968415,-1.36171676543126,-1.06626138922739
1975,16,"Gates",1982,"1246","",2261000,0,0,3841,0,15888,27,0,0,0,0,0,15888,19756,19756,"1",1246,37,351,3128,2.76351882231312,0,0.998633326584329,0.00136667341567119,-0.321685592549294,319.9023766,-0.612901866583268,-0.453775107544942
1976,16,"Gates",17133,"8820","",18529000,0,0,3009,0,67835,0,0,2350,36,0,0,70221,73230,73230,"0.966517062",8820,1246,37,351,2.11658330305428,0,0.99950839819746,0.000491601802539943,0.332833325180323,244.4852059,0.346567312039781,-0.992108472673663
1977,16,"Gates",2582,"1174","",2140000,0,0,690,0,17045,27,0,2975,587,0,0,20607,21324,21324,"0.851398601",1174,8820,1246,37,2.89941647755461,0,0.971206152691803,0.0287938473081973,-0.0791870674786982,297.883815,-0.257419611809233,-0.610945235400481
1978,16,"Gates",258,"129","",225000,0,0,589,0,860,0,0,198,0,0,0,1058,1647,1647,"0.812854442",129,1174,8820,1246,2.54689832581597,0,1,0,0.0721038961314559,223.2043036,-0.035639900549474,-1.14401313366534
1979,16,"Gates",3828,"1648","",3000000,0,0,1866,0,15902,12,0,0,486,0,0,16388,18266,18266,"1",1648,129,1174,8820,2.40547897678221,0,0.972736231249316,0.0272637687506843,-0.150008498243848,431.0079915,-0.361237818074156,0.339305022598588
1980,16,"Gates",25088,"11032","",12171000,0,0,1496,0,76467,15,0,1381,272,0,0,78120,79631,79631,"0.982260302",11032,1648,129,1174,1.97660332378063,0,0.996395875977948,0.00360412402205171,-0.637654228972496,308.7731516,-1.07608506854665,-0.533216342079675
1981,16,"Gates",4670,"1908","",4112000,0,0,412,0,14267,143,0,3085,222,0,0,17574,18129,18129,"0.822210696",1908,11032,1648,129,2.25145729302144,0,0.979866512217993,0.0201334877820067,0.862682051454846,326.2901376,1.12328057184367,-0.408178795155461
1982,16,"Gates",930,"439","",1171000,0,0,3361,0,5472,0,0,868,0,0,0,6340,9701,9701,"0.863091483",439,1908,11032,1648,3.09548483888611,0,1,0,-0.531117452222339,261.7616152,-0.919911196542779,-0.868788180099891
1983,16,"Gates",7384,"3055","",5712000,0,0,1542,0,26208,0,0,348,0,0,0,26556,28098,28098,"0.986895617",3055,439,1908,11032,2.2189188068059,0,1,0,-0.253280652600751,270.3310462,-0.512626030746693,-0.807618945234012
1984,16,"Gates",28899,"9072","",15057000,0,0,1730,0,115017,56,0,21116,0,0,0,136133,137919,137919,"0.844886986",9072,3055,439,1908,2.72147380932365,0,0.999593964573409,0.00040603542659097,-0.11707699420399,212.1579015,-0.312963028337678,-1.22286317218923
1985,16,"Gates",4578,"2031","",3711625,0,0,6340,0,114856,0,0,10766,0,0,0,125622,131962,131962,"0.914298451",2031,9072,3055,439,4.17398571975519,0,1,0,0.0786991330459546,364.3859048,-0.0259718430284956,-0.136248379792686
1986,16,"Gates",3572,"1879","",3374763,0,0,6349,0,20390,0,0,610,0,0,0,21000,27349,27349,"0.970952381",1879,2031,9072,3055,2.67794024469692,0,1,0,-0.0760943337945101,303.0355966,-0.252885926735681,-0.574171435755194
1987,16,"Gates",9417,"4105","",6042600,0,0,1683,0,22546,0,0,3604,0,0,0,26150,27833,27833,"0.862179732",4105,1879,2031,9072,1.91401662416469,0,1,0,0.45687871727665,486.0193237,0.528407328031196,0.731979997124514
1988,16,"Gates",44913,"17840","",15863186,0,0,9599,0,305722,0,0,4031,191,0,0,309944,319543,319543,"0.986986405",17840,4105,1879,2031,2.88544872289945,0,0.999402271368799,0.000597728631201434,0.387042863594131,277.2341688,0.426033894114827,-0.75834394347166
1989,16,"Gates",16963,"9794","",11720740,0,0,5779,0,38792,0,0,8523,0,0,0,47315,53094,53094,"0.81986685",9794,17840,4105,1879,1.69029397423314,0,1,0,-0.2430639396491,398.5924679,-0.497649196741725,0.107920607882039
1990,16,"Gates",5374,"3304","",3647670,0,0,826,0,13177,339,0,1607,0,0,0,14784,15949,15949,"0.891301407",3304,9794,17840,4105,1.57426227568189,0,0.978744748887078,0.0212552511129224,1.10910339793787,453.748659,1.48451334984403,0.501629595993759
1991,16,"Gates",9040,"4618","",6852318,0,0,1242,0,18884,0,0,1559,0,0,0,20443,21685,21685,"0.923739177",4618,3304,9794,17840,1.54665906635503,0,1,0,0.895665700766644,434.867605,1.17163180212279,0.366855230386365
1992,16,"Gates",41747,"9224","",20052829,0,0,11639,0,175651,0,0,8143,0,0,0,183794,195433,195433,"0.955694963",9224,4618,3304,9794,3.05340882672239,0,1,0,0.544388553746031,424.2513281,0.656689320566971,0.29107545748227
1993,16,"Gates",17952,"9089","",12640264,0,0,557,0,54410,0,0,12557,0,0,0,66967,67524,67524,"0.812489734",9089,9224,4618,3304,2.00541819910251,0,1,0,0.979988187371609,401.9695761,1.2952414102957,0.132026657006338
1994,16,"Gates",3360,"1706","",2672720,0,0,815,0,21039,0,0,12510,0,0,0,33549,34364,34364,"0.627112582",1706,9089,9224,4618,3.00285805570632,0,1,0,0.02438458782327,443.5715796,-0.105592356172505,0.428984847460596
1995,16,"Gates",7181,"4533","",2179115,0,0,1970,0,20949,0,0,540,0,0,0,21489,23459,23459,"0.974870864",4533,1706,9089,9224,1.64387024461216,0,1,0,0.983176763388719,501.0739726,1.29991559209434,0.839441198969473
1996,16,"Gates",99470,"14150","",14217952,0,0,413,0,189011,0,0,8576,58,0,0,197645,198058,198058,"0.956596335",14150,4533,1706,9089,2.63884529300281,0,0.999707156489513,0.000292843510486827,1.01718086418353,381.8192568,1.34976271763286,-0.0118078185713465
1997,16,"Gates",6498,"1877","",4372839,0,0,742,0,11493,0,0,1174,0,0,0,12667,13409,13409,"0.907318228",1877,14150,4533,1706,1.96625136569313,0,1,0,-0.708340794027931,401.8196412,-1.17970557312837,0.130956410555588
1998,16,"Gates",7248,"2442","",6092024,0,0,408,0,3841,0,0,563,0,0,0,4404,4812,4812,"0.872161671",2442,1877,14150,4533,0.678295422423919,0,1,0,0.356864507529339,382.8857158,0.38179498562595,-0.00419535503137154
1999,16,"Gates",4135,"1765","",1479217,0,0,2508,0,37729,0,0,2405,0,0,0,40134,42642,42642,"0.940075746",1765,2442,1877,14150,3.18468899268755,0,1,0,-0.415616627430288,466.3283391,-0.750596790966967,0.5914242867468
2000,16,"Gates",88647,"16571","",15192763,0,0,624,0,87114,0,0,4264,0,0,0,91378,92002,92002,"0.953336689",16571,1765,2442,1877,1.71415613629553,0,1,0,-0.398864077850125,361.2705607,-0.726038975218453,-0.158485937331912
2001,16,"Gates",12921,"4008","",6468395,0,0,315,0,43190,0,0,6741,0,0,0,49931,50246,50246,"0.864993691",4008,16571,1765,2442,2.52863857799817,0,1,0,0.698339721806336,594.4661709,0.882368665755737,1.50608164597855
2002,16,"Gates",2173,"1144","",2813161,0,0,1262,0,11045,0,0,694,0,0,0,11739,13001,13001,"0.940880825",1144,4008,16571,1765,2.43049538462243,0,1,0,1.20320741175646,344.0283572,1.622461846668,-0.281562066365074
2003,16,"Gates",9811,"5036","",6058470,0,0,213,0,3861,0,0,687,0,0,0,4548,4761,4761,"0.848944591",5036,1144,4008,16571,-0.056154385969719,0,1,0,1.02111314432002,548.7740497,1.35552710654581,1.17992789163908
2004,16,"Gates",9606,"5484","",7769844,0,17,343,0,40513,0,0,8461,0,0,0,48991,49334,49334,"0.827234859",5484,5036,1144,4008,2.19677873681814,0.000344589937973811,0.999655410062026,0,0.095327656938564,328.1716624,-0.00159583841078564,-0.394748331406214
2005,16,"Gates",15150,"8850","",6352361,0,0,180,0,14038,0,0,872,0,0,0,14910,15090,15090,"0.941515761",8850,5484,5036,1144,0.533614813759919,0,1,0,-0.124468407640517,657.1627969,-0.323798213061456,1.95361481837846
2006,16,"Gates",2858,"1456","",NA,0,0,978,0,24856,0,0,13639,379,0,0,38874,39852,39852,"0.645694246",1456,8850,5484,5036,3.30947964240812,0,0.99048981230553,0.00951018769446954,-1.31322766457035,407.2142707,-2.06641838328271,0.169463676545582
2007,16,"Gates",2555,"1079","",NA,0,0,6665,0,106460,0,0,1193,239,0,0,107892,114557,114557,"0.988918098",1079,1456,8850,5484,4.66503782944261,0,0.997913702349049,0.00208629765095105,-0.700319163219638,653.762543,-1.16794654322967,1.92934355352871
2008,16,"Gates",14838,"1754","",NA,0,0,1573,0,66801,0,0,10514,0,0,0,77315,78888,78888,"0.864010865",1754,1079,1456,8850,3.80613023108004,0,1,0,-0.0443110595526545,435.5747755,-0.206294344422728,0.371903065931656
2009,16,"Gates",9878,"5274","",NA,0,0,2695,0,101428,0,0,16003,0,0,0,117431,120126,120126,"0.86372423",5274,1754,1079,1456,3.12575210398652,0,1,0,-0.0838688911806388,577.8224288,-0.264282767968784,1.38727737886186
2010,16,"Gates",15766,"5903","",NA,0,0,2387,0,33061,0,0,4140,224,0,0,37425,39812,39812,"0.888712669",5903,5274,1754,1079,1.90870767812526,0,0.994373555711846,0.00562644428815433,-0.16193174124274,355.8470816,-0.378716280280187,-0.197199133909151
2011,16,"Gates",55860,"26445","",NA,0,0,1178,0,33788,0,0,547,182,0,0,34517,35695,35695,"0.984068735",26445,5903,5274,1754,0.299943518436481,0,0.994901246673204,0.00509875332679647,0.268451089643021,549.4208599,0.252188419427835,1.18454487088046
2012,16,"Gates",NA,"6899","",NA,0,0,2043,0,21156,0,0,1524,0,0,0,22680,24723,24723,"0.932804233",6899,26445,5903,5274,1.27635751088538,0,1,0,0.415079240108154,432,0.467132842390893,0.346386052940678
2013,16,"Gates",NA,"23053","",NA,0,0,198,0,8551.429495,0,0,4451.533417,0,0,0,13157,13355,13200.96291,"0.657652379",23053,6899,26445,5903,-0.557506138158417,0,1.0000000001515,0,1.39421005337306,513,1.90245550720634,0.924570068207992
2014,16,"Gates",NA,"8495","",NA,11,0,103,0,8408.45201,0,0,500,0,0,0,8699,8813,9022.45201,"0.943873526",8495,23053,6899,26445,0.0602383834718559,0.00121918077123693,0.998780819228763,0,1.42520114115942,701,1.94788581141535,2.26652802956916
2015,16,"Gates",NA,"9643","",NA,0,0,861,0,11862.5,0,0,901.6393443,60.10928962,0,0,0,861,13685.24863,"0.929361525",9643,8495,23053,6899,0.350086246866585,0,0.995607731556427,0.00439226873001284,0.505531750334177,639,0.599728544883341,1.82396742529048
2016,16,"Gates",NA,"3535","",NA,0,0,279,0,7633.879781,0,0,1141.884447,0,0,0,0,0,9054.764228,"0.86988205",3535,9643,8495,23053,0.940577753878664,0,1,0,0.861214011727678,315,1.12112855020907,-0.488768635778776
1973,17,"Nadina",16720,"9638","fry leaving ",12123000,0,0,146,0,67467,0,0,5741,0,0,0,73208,73354,73354,"0.921579609",9638,NA,NA,NA,2.02958341794464,0,1,0,-0.715876592236982,279.1204321,-1.36957206329336,-1.02429509358663
1974,17,"Nadina",3730,"2074","stream for lake",2054000,0,0,195,0,20017,0,0,0,0,0,0,20017,20212,20212,"1",2074,9638,NA,NA,2.27679737762233,0,1,0,-0.832502957081179,234.0968415,-1.54669070721562,-1.38262580063579
1975,17,"Nadina",15309,"8359","brood year ",13856000,0,0,340,0,152807,0,0,5729,0,0,0,158536,158876,158876,"0.963863097",8359,2074,9638,NA,2.94478522102928,0,1,0,-0.322581610689229,319.9023766,-0.772281100085952,-0.699722512573399
1976,17,"Nadina",1625,"846","t+1",1962000,0,0,27,0,7247,0,0,0,0,0,0,7247,7274,7274,"1",846,8359,2074,9638,2.15154226594071,0,1,0,0.333038180886616,244.4852059,0.223398466602408,-1.29994758881551
1977,17,"Nadina",16858,"9260","Most are from",14502000,0,0,172,0,125303,0,0,6574,0,0,0,131877,132049,132049,"0.950150519",9260,846,8359,2074,2.65746901716732,0,1,0,-0.0836724683312638,297.883815,-0.409453506414464,-0.874962351093377
1978,17,"Nadina",2584,"1527","spawning channel",2923000,0,0,83,0,28397,0,0,2767,0,0,0,31164,31247,31247,"0.911211654",1527,9260,846,8359,3.01861834533762,0,1,0,0.0721038961314559,223.2043036,-0.172878367802917,-1.46931659440085
1979,17,"Nadina",55681,"20415","",22065000,0,0,5,0,83912,0,0,17456,0,0,0,101368,101373,101373,"0.827795754",20415,1527,9260,846,1.60253685873946,0,1,0,-0.13618579524863,431.0079915,-0.48920467814888,0.184537339066451
1980,17,"Nadina",3017,"1518","",1991000,0,0,4,0,16037,0,0,5331,0,0,0,21368,21372,21372,"0.750514788",1518,20415,1527,9260,2.64468797512209,0,1,0,-0.643184776996941,308.7731516,-1.25917613560785,-0.788297035618197
1981,17,"Nadina",18912,"10924","",17002000,0,0,5,0,73214,0,0,3530,51,0,0,76795,76800,76800,"0.954002919",10924,1518,20415,1527,1.95024243654217,0,0.9993359375,0.0006640625,0.890376104631044,326.2901376,1.06981889128028,-0.648884032454688
1982,17,"Nadina",2349,"1423","",1415000,0,0,0,0,5364,0,0,1411,0,0,0,6775,6775,6775,"0.791734317",1423,10924,1518,20415,1.56047204765805,0,1,0,-0.531117452222339,261.7616152,-1.08898123483571,-1.1624492712171
