"","X","X5","X25","X40","X60","X75","X90","agent","stock"
"174","b.prev_std.Stock.Bowron.",-0.636579927198689,-0.226344746248134,-0.0685730594863406,0.108447814663511,0.266041808402424,0.494104757064794,"lo_sal","Bowron"
"175","b.prev_std.Stock.Chilko.",-0.68795893926689,-0.277891513245686,-0.135836294891588,0.0565123592410973,0.206445836686743,0.461763447844801,"lo_sal","Chilko"
"176","b.prev_std.Stock.E.Stuart.",-0.703482186001082,-0.277537300563039,-0.124594772096685,0.0575370123592318,0.201067699833208,0.435465277261226,"lo_sal","E.Stuart"
"177","b.prev_std.Stock.Fennell.",-0.692729125364869,-0.260364081259155,-0.11381525688504,0.0732013941646571,0.224996107989822,0.452984814071021,"lo_sal","Fennell"
"178","b.prev_std.Stock.Gates.",-0.721804789210171,-0.284415371793006,-0.136558803707139,0.0521814049135045,0.200302455015167,0.444684010674669,"lo_sal","Gates"
"179","b.prev_std.Stock.Harrison.",-0.74926743748826,-0.33027982860757,-0.162240473864083,0.0221908405092031,0.160212782925912,0.413574168268606,"lo_sal","Harrison"
"180","b.prev_std.Stock.L.Shuswap.",-0.593732138372646,-0.180376243191768,-0.0258820756815316,0.144248420837935,0.320037804595039,0.57579603480357,"lo_sal","L.Shuswap"
"181","b.prev_std.Stock.L.Stuart.",-0.762210380342585,-0.299387468010969,-0.147756666690754,0.0452645931763301,0.186378345649053,0.433177276794535,"lo_sal","L.Stuart"
"182","b.prev_std.Stock.Nadina.",-0.776645076409358,-0.335393339209493,-0.185600298805037,-0.00230206499425912,0.151217485672179,0.379190197960604,"lo_sal","Nadina"
"183","b.prev_std.Stock.Pitt.",-0.65339003710903,-0.195387828316964,-0.0522959728794127,0.123246945422586,0.28341121223935,0.52430184292232,"lo_sal","Pitt"
"184","b.prev_std.Stock.Portage.",-0.63550637471122,-0.222235558770969,-0.0724509579587641,0.115948566676727,0.280969567673303,0.490553003368855,"lo_sal","Portage"
"185","b.prev_std.Stock.Quesnel.",-0.595462849408064,-0.179833280770168,-0.0290963662845765,0.154115814873069,0.324010436959289,0.554118236382653,"lo_sal","Quesnel"
"186","b.prev_std.Stock.Raft.",-0.633594319001357,-0.190413821678525,-0.0503512961530881,0.132183948873232,0.293979030002032,0.525525654925575,"lo_sal","Raft"
"187","b.prev_std.Stock.Scotch.",-0.703408050588653,-0.274920800265284,-0.119913142220989,0.0608019689376853,0.201970792301153,0.451550887538355,"lo_sal","Scotch"
"188","b.prev_std.Stock.Seymour.",-0.666386951429531,-0.251157688105563,-0.108485761804854,0.0666160651679578,0.222672917408877,0.452288451428686,"lo_sal","Seymour"
"189","b.prev_std.Stock.Stellako.",-0.810427989460732,-0.347520592246514,-0.187329235297372,-0.0118514398261017,0.133206124137567,0.390572315268361,"lo_sal","Stellako"
"190","b.prev_std.Stock.Weaver.",-0.696485867164282,-0.262268634319263,-0.118528942269025,0.0644299115071002,0.211178535362728,0.468300361456906,"lo_sal","Weaver"
"191","prev_std",-0.753600662978785,-0.370065602922643,-0.231418964157342,-0.0497637981147808,0.0854227593954013,0.295257303899936,"my_arc","Global"
"192","b.prev_std.Stock.Birkenhead.",-0.774416368314363,-0.382846339526057,-0.230464259801627,-0.0467217674364814,0.0926639452729728,0.307651866488599,"my_arc","Birkenhead"
"193","b.prev_std.Stock.Bowron.",-0.786917081219977,-0.397717403251611,-0.247246043585167,-0.0667513000916733,0.0737958998701003,0.29298465506872,"my_arc","Bowron"
"194","b.prev_std.Stock.Chilko.",-0.764917494497106,-0.385094841519564,-0.233469971675195,-0.0485298654854548,0.100164401827584,0.318554608062406,"my_arc","Chilko"
"195","b.prev_std.Stock.E.Stuart.",-0.731079746298692,-0.348919279200885,-0.189669974344877,-0.0126697411601407,0.130322568834354,0.345582161479552,"my_arc","E.Stuart"
"196","b.prev_std.Stock.Fennell.",-0.749589091825787,-0.369938398799952,-0.217596884399768,-0.0375770221509662,0.106505511241674,0.323707389432816,"my_arc","Fennell"
"197","b.prev_std.Stock.Gates.",-0.806237552254548,-0.42207111595659,-0.261698471430879,-0.0810360617254631,0.0675258704216859,0.286525854490198,"my_arc","Gates"
"198","b.prev_std.Stock.Harrison.",-0.770531217277705,-0.3840350766703,-0.22048528278195,-0.0402529461835756,0.0982054274905852,0.309492014027692,"my_arc","Harrison"
"199","b.prev_std.Stock.L.Shuswap.",-0.782625867018522,-0.390853146417416,-0.242642784949387,-0.0650743704158982,0.0832444435857655,0.307452234591129,"my_arc","L.Shuswap"
"200","b.prev_std.Stock.L.Stuart.",-0.759542034939306,-0.367547849921018,-0.204817312873557,-0.0281090206097976,0.118469926342862,0.324927794850033,"my_arc","L.Stuart"
"201","b.prev_std.Stock.Nadina.",-0.757280878072559,-0.376588722910993,-0.210428842129916,-0.034057826223646,0.113353812952738,0.326855093795098,"my_arc","Nadina"
"202","b.prev_std.Stock.Pitt.",-0.758215759026838,-0.379568410748523,-0.225847476276188,-0.0492289897584267,0.0956727933092397,0.313199953537505,"my_arc","Pitt"
"203","b.prev_std.Stock.Portage.",-0.781240227381359,-0.401469130017942,-0.241689791044555,-0.067943459838857,0.0727682361550344,0.28500345867501,"my_arc","Portage"
"204","b.prev_std.Stock.Quesnel.",-0.791784030219551,-0.406593417714888,-0.256871715938526,-0.0663887131463716,0.0875011461686584,0.302088789861715,"my_arc","Quesnel"
"205","b.prev_std.Stock.Raft.",-0.74743533315838,-0.367751608339926,-0.212427377647381,-0.0270184658833878,0.117699933784661,0.327932125681784,"my_arc","Raft"
"206","b.prev_std.Stock.Scotch.",-0.748025887062328,-0.378525324666352,-0.227144244210986,-0.0498698709099658,0.0969048634662695,0.312074073545191,"my_arc","Scotch"
"207","b.prev_std.Stock.Seymour.",-0.744302218405539,-0.373316597132294,-0.211397875002413,-0.0376952480747339,0.109819922611761,0.324928684342049,"my_arc","Seymour"
"208","b.prev_std.Stock.Stellako.",-0.757812998351151,-0.388636490471471,-0.234229228728147,-0.0551005991400024,0.0840196158669412,0.303384160601764,"my_arc","Stellako"
"209","b.prev_std.Stock.Weaver.",-0.802003356151334,-0.419305904472209,-0.258298593775662,-0.0742388966552838,0.0679338661235967,0.288157380739876,"my_arc","Weaver"
"210","prev_std",-0.91167571185719,-0.482808549722584,-0.327431061444626,-0.160907262893288,-0.022211201642045,0.200381143408947,"pa_kab","Global"
"211","b.prev_std.Stock.Birkenhead.",-0.862978066814194,-0.39843349742142,-0.226800026216676,-0.0168300693792488,0.159999527032094,0.435272086386081,"pa_kab","Birkenhead"
"212","b.prev_std.Stock.Bowron.",-0.936919393262676,-0.455632251276858,-0.275687840129794,-0.0633620454294699,0.121196780263059,0.359907905108164,"pa_kab","Bowron"
